GEO_ID,non_high_school_per,college_per,med_income,renter_num,renter_per,mid_rent,rent_35,total,latinx,white,black,asian,include
1400000US36081000100,1.7999999999999972,79.5,142348.0,3642.0,87.7,3164.0,27.3,8830.0,8.2,58.8,3.9,22.8,1
1400000US36081000200,21.900000000000006,23.2,72813.0,415.0,44.4,1707.0,40.1,3208.0,70.0,11.7,1.2,16.1,0
1400000US36081000400,33.7,22.3,59423.0,633.0,53.3,1554.0,57.9,4583.0,67.0,4.4,2.8,23.2,1
1400000US36081000600,26.099999999999994,23.8,77407.0,388.0,40.2,1678.0,60.9,3690.0,64.6,10.4,3.3,20.5,0
1400000US36081000700,4.0,75.3,126935.0,1783.0,62.5,2223.0,31.3,6079.0,16.7,52.3,0.6,25.2,1
1400000US36081000800,23.900000000000006,22.9,65893.0,319.0,35.5,1482.0,40.1,3136.0,56.4,13.1,2.5,24.5,0
1400000US36081001000,27.900000000000006,19.2,91350.0,421.0,44.6,1674.0,46.2,4230.0,68.9,12.2,1.1,16.5,0
1400000US36081001200,19.099999999999994,18.4,67933.0,694.0,56.5,1552.0,57.1,3928.0,55.5,22.1,3.2,18.0,1
1400000US36081001400,22.799999999999997,22.2,66938.0,572.0,53.8,1645.0,36.2,4152.0,59.0,20.0,3.6,17.8,1
1400000US36081001600,20.799999999999997,27.6,84750.0,269.0,33.9,1449.0,44.5,2644.0,56.1,10.0,4.9,20.2,0
1400000US36081001800,26.200000000000003,24.4,70667.0,407.0,50.4,1700.0,48.5,2899.0,56.0,13.2,2.1,22.8,0
1400000US36081001900,3.0999999999999943,82.0,136724.0,1302.0,75.0,3004.0,23.9,3374.0,11.1,45.7,1.4,36.5,1
1400000US36081002000,25.0,28.7,84901.0,210.0,42.8,1846.0,42.0,1873.0,54.5,10.7,0.6,34.4,0
1400000US36081002200,16.200000000000003,29.1,76042.0,429.0,57.7,1510.0,44.6,2231.0,62.3,17.2,3.2,12.9,0
1400000US36081002400,26.200000000000003,21.9,71042.0,304.0,43.7,1502.0,49.5,2433.0,54.5,8.8,3.7,25.1,0
1400000US36081002500,26.900000000000006,7.6,17411.0,3207.0,99.1,345.0,22.4,7367.0,33.0,3.8,8.6,11.5,1
1400000US36081002600,29.299999999999997,32.8,83571.0,227.0,36.3,1361.0,69.8,2411.0,58.7,13.6,3.3,17.0,0
1400000US36081002800,22.900000000000006,11.1,57782.0,612.0,65.7,1412.0,43.8,3382.0,50.7,17.5,3.7,20.7,1
1400000US36081003000,22.400000000000006,28.6,52857.0,208.0,48.6,1630.0,68.0,1529.0,50.3,22.6,4.5,13.9,0
1400000US36081003100,14.5,25.6,60192.0,335.0,82.1,1560.0,46.6,986.0,56.3,27.5,3.3,12.7,0
1400000US36081003200,17.200000000000003,20.6,62895.0,223.0,43.6,1534.0,61.0,1788.0,49.6,12.5,4.5,31.0,0
1400000US36081003300,11.400000000000006,49.7,65481.0,1200.0,86.8,2120.0,41.6,3129.0,28.0,29.8,1.0,34.7,1
1400000US36081003400,24.799999999999997,17.8,62708.0,271.0,42.3,1570.0,80.9,2606.0,59.8,12.8,3.2,21.8,0
1400000US36081003600,21.700000000000003,25.1,83547.0,495.0,54.2,1403.0,27.1,3624.0,51.0,13.1,1.0,32.3,0
1400000US36081003700,,,,0.0,,,,0.0,,,,,0
1400000US36081003800,19.200000000000003,23.2,74856.0,538.0,73.4,1535.0,46.1,2756.0,66.3,10.7,3.4,14.3,1
1400000US36081003900,24.700000000000003,38.3,46607.0,339.0,82.9,1715.0,62.6,1424.0,46.4,33.4,3.2,12.6,0
1400000US36081004001,25.099999999999994,20.2,73529.0,381.0,60.3,1449.0,49.4,2358.0,49.2,27.8,1.5,19.2,0
1400000US36081004002,22.299999999999997,19.5,85962.0,300.0,71.8,1533.0,41.5,1666.0,42.2,5.1,8.8,36.0,0
1400000US36081004200,18.700000000000003,21.7,54524.0,732.0,59.3,1435.0,52.4,4377.0,41.4,8.2,2.5,44.5,1
1400000US36081004300,14.900000000000006,13.8,24515.0,1078.0,100.0,496.0,21.4,2626.0,44.4,3.0,10.9,9.9,1
1400000US36081004401,24.200000000000003,26.1,62167.0,485.0,54.5,1497.0,56.0,3865.0,24.6,7.8,3.6,58.1,0
1400000US36081004500,12.599999999999994,52.0,79688.0,401.0,26.9,925.0,42.0,3456.0,21.8,51.0,2.3,22.5,0
1400000US36081004700,23.200000000000003,30.0,32319.0,1544.0,90.6,831.0,29.7,3743.0,39.4,26.2,5.2,12.7,1
1400000US36081005000,52.2,13.4,,24.0,72.7,1700.0,79.2,101.0,91.1,8.9,26.9,0.0,0
1400000US36081005100,21.299999999999997,44.0,50742.0,590.0,85.1,1624.0,49.6,1921.0,13.6,23.5,4.2,56.7,1
1400000US36081005200,19.099999999999994,28.4,65125.0,441.0,59.7,1578.0,56.5,2721.0,25.2,11.1,4.8,51.4,0
1400000US36081005300,8.900000000000006,65.3,71882.0,2127.0,89.1,1679.0,33.4,4726.0,21.3,46.0,1.8,23.2,1
1400000US36081005400,21.5,21.9,76875.0,621.0,37.1,1586.0,37.3,6029.0,41.4,16.1,2.5,28.2,1
1400000US36081005500,17.200000000000003,30.8,61630.0,300.0,83.8,1277.0,42.1,860.0,41.4,20.0,1.5,30.0,0
1400000US36081005700,16.5,45.2,65616.0,1624.0,93.8,1701.0,44.8,4445.0,33.8,33.5,1.8,27.0,1
1400000US36081005800,19.700000000000003,25.3,72069.0,721.0,36.9,1602.0,47.0,6182.0,45.5,27.1,3.9,12.8,1
1400000US36081005900,15.299999999999997,51.9,79677.0,1467.0,85.0,1853.0,35.0,4181.0,26.0,57.8,1.0,10.4,1
1400000US36081006100,11.099999999999994,58.3,63775.0,2521.0,90.8,1707.0,40.9,5574.0,22.9,53.5,0.7,20.0,1
1400000US36081006201,12.0,29.8,60232.0,397.0,14.2,1414.0,60.7,6238.0,33.0,57.2,1.4,6.7,0
1400000US36081006202,17.299999999999997,28.4,50054.0,1623.0,65.8,1509.0,59.5,7051.0,38.2,42.9,4.4,8.6,1
1400000US36081006300,4.200000000000003,62.3,86164.0,2284.0,93.1,1774.0,38.4,5185.0,26.3,51.9,1.7,17.2,1
1400000US36081006501,9.299999999999997,61.4,72587.0,1584.0,93.7,1708.0,37.6,3422.0,18.7,64.8,2.4,12.0,1
1400000US36081006502,8.799999999999997,58.0,84211.0,1490.0,86.8,1766.0,30.8,3587.0,25.7,50.7,4.4,15.3,1
1400000US36081006900,11.299999999999997,48.6,64545.0,1331.0,85.2,1747.0,41.0,3627.0,29.3,46.3,1.9,19.6,1
1400000US36081007100,9.599999999999994,67.0,76926.0,1589.0,94.0,1884.0,34.5,3288.0,16.5,59.7,1.4,15.8,1
1400000US36081007300,7.099999999999994,61.4,78448.0,1742.0,86.0,1865.0,35.2,3973.0,18.2,52.9,1.8,23.5,1
1400000US36081007500,8.700000000000003,61.7,78706.0,1638.0,81.2,1677.0,25.1,4101.0,17.5,59.3,1.4,19.2,1
1400000US36081007700,12.799999999999997,53.5,88167.0,567.0,77.7,2299.0,40.4,1798.0,25.3,44.3,0.7,25.0,1
1400000US36081007900,25.5,40.1,52011.0,972.0,82.5,1495.0,61.2,2886.0,31.2,41.1,0.4,23.9,1
1400000US36081008100,16.0,46.0,84438.0,448.0,72.4,2024.0,43.2,1393.0,49.3,31.5,1.5,13.3,0
1400000US36081008300,13.900000000000006,37.1,49574.0,825.0,84.8,1593.0,55.3,2594.0,36.8,33.7,5.8,15.8,1
1400000US36081008500,24.700000000000003,38.8,47946.0,274.0,83.8,1665.0,51.1,915.0,36.8,34.2,9.0,20.1,0
1400000US36081008600,17.5,28.5,87679.0,275.0,32.8,1608.0,46.1,2823.0,46.1,31.8,0.9,15.4,0
1400000US36081008700,37.4,14.7,26542.0,1459.0,100.0,550.0,36.0,4470.0,49.6,8.3,8.5,1.7,1
1400000US36081008800,18.0,28.5,85100.0,368.0,31.0,1418.0,33.8,3845.0,53.4,34.8,2.2,8.9,0
1400000US36081009100,15.700000000000003,38.1,68186.0,785.0,69.6,1740.0,35.3,2501.0,38.1,45.0,3.6,13.1,1
1400000US36081009400,32.0,28.9,58030.0,330.0,42.6,1462.0,48.0,2810.0,30.8,6.7,4.1,48.8,0
1400000US36081009500,12.799999999999997,53.6,72500.0,664.0,72.5,1902.0,31.5,2386.0,16.3,63.1,3.3,13.5,1
1400000US36081009600,19.599999999999994,29.4,90188.0,265.0,28.6,1601.0,52.1,3730.0,18.9,9.1,4.2,27.3,0
1400000US36081009700,10.400000000000006,62.7,95625.0,1018.0,70.3,1897.0,34.2,3718.0,10.7,69.0,1.5,15.7,1
1400000US36081009800,38.6,16.9,71910.0,406.0,59.4,1549.0,41.5,2704.0,22.4,1.2,8.2,29.4,0
1400000US36081009900,,,,0.0,,,,0.0,,,,,0
1400000US36081010000,26.099999999999994,18.8,95990.0,217.0,21.6,1301.0,39.6,3895.0,30.1,10.4,8.0,26.3,0
1400000US36081010100,10.599999999999994,52.9,75903.0,735.0,70.6,1732.0,33.1,2461.0,8.7,76.1,2.8,9.1,1
1400000US36081010200,28.799999999999997,21.5,60521.0,282.0,38.4,1541.0,70.1,2877.0,31.0,6.6,6.7,33.0,0
1400000US36081010300,14.799999999999997,47.8,68490.0,1397.0,76.8,1645.0,39.5,4018.0,25.5,55.4,3.6,14.7,1
1400000US36081010400,26.5,18.5,70050.0,281.0,30.8,1349.0,52.0,3319.0,10.9,5.4,7.7,18.4,0
1400000US36081010500,16.400000000000006,37.5,55405.0,1408.0,86.3,1610.0,44.6,4358.0,37.8,45.0,1.6,12.0,1
1400000US36081010600,32.099999999999994,17.5,67031.0,358.0,41.2,1416.0,58.5,3963.0,12.2,2.2,7.7,39.4,0
1400000US36081010701,,,,0.0,,,,0.0,,,,,0
1400000US36081010800,30.099999999999994,15.2,60905.0,452.0,54.5,1640.0,56.8,3448.0,17.1,3.8,6.0,38.7,0
1400000US36081011000,32.5,16.7,74056.0,451.0,53.6,1452.0,44.0,3233.0,27.8,10.1,4.2,30.9,0
1400000US36081011100,16.299999999999997,54.4,74583.0,880.0,72.6,1833.0,43.3,3153.0,23.8,50.6,2.6,18.5,1
1400000US36081011200,31.099999999999994,18.4,53229.0,308.0,49.6,1326.0,42.6,2104.0,18.8,24.0,4.1,45.5,0
1400000US36081011300,14.900000000000006,44.0,80225.0,1313.0,72.4,1670.0,38.5,4453.0,31.7,50.0,1.2,14.7,1
1400000US36081011400,36.7,5.0,49242.0,219.0,62.9,1408.0,56.7,1382.0,45.4,12.7,12.4,24.7,0
1400000US36081011500,7.900000000000006,58.4,79492.0,823.0,75.2,1792.0,27.3,2513.0,18.9,62.6,0.7,14.4,1
1400000US36081011600,26.900000000000006,21.8,83750.0,290.0,53.5,1666.0,51.0,2108.0,30.2,10.3,4.7,42.7,0
1400000US36081011700,14.799999999999997,47.5,64792.0,1113.0,73.3,1660.0,35.0,3774.0,19.3,68.8,1.3,9.7,1
1400000US36081011800,25.200000000000003,18.6,62006.0,397.0,60.1,1720.0,46.8,2625.0,33.3,4.8,3.8,41.6,0
1400000US36081011900,17.099999999999994,49.8,68452.0,570.0,84.1,1734.0,35.1,1428.0,20.6,66.2,2.2,8.0,1
1400000US36081012000,28.299999999999997,27.5,52422.0,291.0,47.9,1424.0,49.8,2314.0,26.9,4.7,5.0,50.1,0
1400000US36081012100,13.0,50.1,71625.0,644.0,70.4,1694.0,32.8,2130.0,16.6,69.0,2.1,8.6,1
1400000US36081012200,26.099999999999994,23.6,68125.0,443.0,57.9,1284.0,44.5,3398.0,39.1,9.0,2.7,35.0,0
1400000US36081012301,8.0,48.4,83056.0,626.0,52.9,1678.0,36.6,2888.0,21.1,62.3,3.1,6.7,1
1400000US36081012400,24.299999999999997,18.2,70625.0,523.0,62.6,1459.0,38.9,3040.0,51.3,8.5,5.5,20.9,1
1400000US36081012500,11.400000000000006,41.2,77734.0,548.0,78.8,1738.0,44.2,1777.0,23.8,58.5,3.8,11.9,1
1400000US36081012601,20.099999999999994,19.0,72833.0,451.0,60.0,1602.0,32.2,2909.0,60.9,6.3,4.5,13.9,0
1400000US36081012602,31.099999999999994,24.8,58798.0,351.0,47.5,1413.0,52.7,2720.0,57.3,14.8,0.8,24.7,0
1400000US36081012800,8.400000000000006,41.6,64954.0,332.0,47.0,1544.0,52.7,2372.0,45.9,34.3,3.7,14.4,0
1400000US36081013000,11.700000000000003,44.6,64192.0,393.0,71.5,1484.0,44.8,1521.0,23.1,39.9,5.1,24.7,0
1400000US36081013200,17.900000000000006,31.5,63611.0,409.0,64.5,1654.0,39.2,2183.0,39.7,31.0,5.1,18.6,0
1400000US36081013400,6.5,42.3,62449.0,1749.0,70.7,1579.0,46.7,5103.0,25.1,49.0,3.4,16.1,1
1400000US36081013500,18.599999999999994,29.4,68047.0,296.0,50.4,1569.0,37.7,1500.0,8.0,87.8,0.9,2.9,0
1400000US36081013600,6.799999999999997,45.8,75391.0,447.0,53.0,1533.0,39.7,1945.0,25.3,58.4,3.1,7.2,0
1400000US36081013700,6.400000000000006,44.3,79722.0,492.0,70.1,1903.0,38.1,1664.0,13.0,74.0,1.3,10.2,0
1400000US36081013800,10.0,40.4,67522.0,951.0,66.6,1529.0,52.7,3759.0,30.6,30.4,1.8,31.2,1
1400000US36081014000,9.900000000000006,41.7,66445.0,785.0,57.9,1593.0,48.1,3869.0,27.3,44.2,4.3,18.4,1
1400000US36081014100,10.400000000000006,41.7,69453.0,593.0,89.2,1689.0,47.0,1783.0,33.8,50.0,1.5,10.4,1
1400000US36081014201,27.400000000000006,20.7,67689.0,859.0,71.0,1424.0,41.6,4277.0,44.2,5.1,5.2,34.7,1
1400000US36081014202,34.2,18.5,67045.0,341.0,55.5,1666.0,47.0,2767.0,43.4,6.1,5.7,27.4,0
1400000US36081014300,10.0,45.9,67278.0,1395.0,86.6,1610.0,38.0,3870.0,22.3,54.3,1.3,18.8,1
1400000US36081014400,24.599999999999994,23.9,49239.0,318.0,60.5,1396.0,59.1,1970.0,32.3,4.4,4.5,42.4,0
1400000US36081014500,15.400000000000006,45.5,68375.0,593.0,67.3,1710.0,40.8,2289.0,24.7,65.4,1.8,6.6,1
1400000US36081014700,14.799999999999997,47.5,83750.0,1005.0,77.6,1637.0,36.2,2985.0,18.8,66.1,0.8,12.5,1
1400000US36081014800,36.0,19.2,67000.0,215.0,40.9,1585.0,58.3,1896.0,24.1,3.0,7.3,41.9,0
1400000US36081014900,16.299999999999997,57.7,64487.0,793.0,90.5,1712.0,38.9,1917.0,27.2,64.8,0.9,7.3,1
1400000US36081015000,28.900000000000006,22.5,74844.0,215.0,33.0,1375.0,30.2,2610.0,20.3,1.6,4.0,39.2,0
1400000US36081015100,8.099999999999994,53.7,70238.0,881.0,77.1,1568.0,37.5,2434.0,15.5,67.7,1.8,13.7,1
1400000US36081015200,23.299999999999997,20.1,60375.0,401.0,55.2,1728.0,48.3,2820.0,26.6,3.0,5.9,36.3,0
1400000US36081015300,14.400000000000006,47.7,64621.0,732.0,83.4,1789.0,41.8,1976.0,21.4,46.8,2.8,21.7,1
1400000US36081015400,25.299999999999997,25.2,67431.0,315.0,52.8,1554.0,56.1,2293.0,18.4,3.3,7.0,35.8,0
1400000US36081015500,12.200000000000003,50.9,87721.0,706.0,79.2,1848.0,32.1,2464.0,21.6,55.4,1.1,16.9,1
1400000US36081015600,28.099999999999994,22.7,66964.0,303.0,38.0,1583.0,59.0,2852.0,10.3,4.2,5.8,44.0,0
1400000US36081015700,13.799999999999997,38.9,65208.0,582.0,96.5,1588.0,34.8,1294.0,31.4,31.8,2.3,28.6,1
1400000US36081015801,21.700000000000003,15.8,71659.0,325.0,35.0,1669.0,44.9,3507.0,11.8,0.7,6.9,29.5,0
1400000US36081015802,34.2,20.5,79444.0,492.0,40.4,1491.0,54.5,4925.0,15.4,4.7,7.9,24.5,0
1400000US36081015900,16.599999999999994,46.3,49351.0,1600.0,91.8,1546.0,54.6,3752.0,24.7,60.8,0.6,11.4,1
1400000US36081016100,19.799999999999997,39.8,61080.0,571.0,73.9,1740.0,39.6,2281.0,37.9,39.6,1.6,19.5,1
1400000US36081016300,35.7,13.0,21711.0,1615.0,93.3,496.0,30.4,3504.0,53.2,16.9,6.3,9.0,1
1400000US36081016400,28.299999999999997,14.5,78505.0,226.0,24.9,1643.0,54.5,3965.0,18.0,1.5,7.9,24.3,0
1400000US36081016600,31.799999999999997,15.5,56364.0,497.0,46.7,1343.0,66.2,4011.0,27.9,3.5,10.2,23.3,0
1400000US36081016800,29.5,12.5,85714.0,261.0,30.4,1641.0,63.2,3235.0,22.5,2.8,7.2,32.7,0
1400000US36081016900,14.900000000000006,48.1,56176.0,1658.0,65.0,1635.0,46.9,5856.0,32.1,37.9,2.2,24.0,1
1400000US36081017000,31.700000000000003,17.2,64000.0,228.0,30.9,1686.0,58.7,2665.0,10.8,1.7,6.3,39.7,0
1400000US36081017100,,,,0.0,,,,0.0,,,,,0
1400000US36081017200,24.400000000000006,18.9,66250.0,189.0,30.5,1317.0,46.4,2140.0,12.0,1.1,11.2,31.9,0
1400000US36081017400,30.900000000000006,18.9,72731.0,126.0,18.2,1541.0,56.8,2455.0,23.0,1.3,6.5,19.5,0
1400000US36081017600,21.200000000000003,22.2,56786.0,210.0,34.4,1588.0,46.1,2170.0,13.1,3.8,8.9,18.4,0
1400000US36081017800,20.0,13.8,72917.0,135.0,21.3,1765.0,34.5,2365.0,22.1,1.4,10.3,14.6,0
1400000US36081017900,18.900000000000006,34.5,43750.0,397.0,89.2,1518.0,60.8,1081.0,31.3,24.6,3.2,37.9,0
1400000US36081018000,31.700000000000003,13.9,68700.0,136.0,42.2,1663.0,50.0,1210.0,14.6,5.2,12.3,16.9,0
1400000US36081018101,18.0,39.6,57872.0,1537.0,91.4,1503.0,48.6,3576.0,47.1,29.9,1.3,20.1,1
1400000US36081018102,9.599999999999994,47.2,66304.0,1604.0,83.1,1559.0,37.3,3449.0,21.6,55.7,1.3,18.6,1
1400000US36081018200,24.900000000000006,16.1,61652.0,157.0,21.9,1682.0,69.6,2510.0,17.2,1.9,8.1,15.7,0
1400000US36081018300,11.799999999999997,49.8,73929.0,1912.0,72.3,1573.0,41.2,6597.0,31.0,44.8,0.6,20.1,1
1400000US36081018401,23.0,17.6,62045.0,278.0,41.0,1038.0,38.2,2168.0,13.5,0.0,9.7,2.2,0
1400000US36081018402,16.900000000000006,14.9,69567.0,159.0,25.9,1316.0,54.7,2286.0,16.9,3.5,8.9,4.2,0
1400000US36081018501,13.900000000000006,35.7,63889.0,967.0,62.4,1442.0,55.0,3318.0,32.0,39.5,5.6,21.6,1
1400000US36081018502,16.900000000000006,42.8,67353.0,1231.0,81.3,1699.0,39.4,3679.0,34.1,44.6,1.5,18.8,1
1400000US36081018600,22.900000000000006,16.2,72500.0,109.0,21.4,1801.0,41.7,2062.0,13.1,1.0,13.3,9.1,0
1400000US36081018700,15.5,43.3,67375.0,638.0,62.0,1641.0,52.1,2895.0,29.6,34.7,1.8,33.3,1
1400000US36081018800,18.099999999999994,16.0,79063.0,138.0,35.9,1319.0,36.6,1391.0,18.8,1.3,12.2,8.8,0
1400000US36081018900,20.099999999999994,39.6,70507.0,961.0,77.1,1594.0,38.9,3319.0,35.2,26.6,0.8,36.3,1
1400000US36081019000,18.900000000000006,19.7,87072.0,115.0,17.3,1832.0,27.8,2589.0,19.2,1.2,8.8,3.9,0
1400000US36081019200,20.5,23.8,77463.0,201.0,31.0,1736.0,60.2,2090.0,15.5,1.1,6.4,5.2,0
1400000US36081019400,15.400000000000006,18.0,75809.0,210.0,25.9,1518.0,43.2,2965.0,9.9,0.6,7.2,11.2,0
1400000US36081019600,20.0,24.9,68929.0,426.0,53.7,1319.0,39.2,2900.0,12.2,1.2,10.2,7.5,0
1400000US36081019800,26.900000000000006,18.3,60833.0,443.0,53.8,1321.0,60.6,3197.0,23.1,0.3,8.9,14.7,0
1400000US36081019900,30.200000000000003,9.0,36250.0,144.0,81.8,1359.0,46.6,773.0,43.9,22.5,9.7,8.4,0
1400000US36081020200,19.400000000000006,20.4,66797.0,105.0,25.4,1255.0,51.5,1728.0,8.0,1.6,13.8,13.3,0
1400000US36081020400,40.9,16.2,57727.0,478.0,73.3,1638.0,47.9,2513.0,29.0,4.3,8.7,21.9,0
1400000US36081020500,19.200000000000003,14.4,55815.0,281.0,71.9,1600.0,45.6,1205.0,83.9,8.2,1.3,6.7,0
1400000US36081020600,40.0,7.1,70256.0,323.0,65.7,1422.0,19.2,2002.0,47.5,10.4,8.5,17.3,0
1400000US36081020800,27.400000000000006,15.4,82813.0,316.0,49.5,1319.0,41.5,2678.0,36.9,10.6,7.2,10.3,0
1400000US36081021200,45.2,10.2,43173.0,492.0,81.9,1459.0,49.7,2324.0,69.4,8.2,7.1,5.6,0
1400000US36081021400,25.400000000000006,29.4,57802.0,1357.0,61.9,1547.0,59.6,7405.0,31.7,7.4,3.5,50.3,1
1400000US36081021600,12.799999999999997,53.6,69902.0,1114.0,60.8,1641.0,48.8,4009.0,32.5,34.4,3.8,18.6,1
1400000US36081021900,,,,0.0,,,,0.0,,,,,0
1400000US36081022001,5.200000000000003,47.6,74394.0,2450.0,82.5,1501.0,32.9,6124.0,36.6,25.0,4.2,22.1,1
1400000US36081022002,22.200000000000003,39.9,68021.0,1493.0,55.2,1685.0,45.7,7087.0,27.9,31.2,7.2,19.1,1
1400000US36081022900,43.5,0.0,,10.0,100.0,,100.0,47.0,100.0,0.0,43.3,0.0,0
1400000US36081023000,29.900000000000006,31.1,84091.0,179.0,33.3,1646.0,37.4,1968.0,36.4,29.4,3.6,27.9,0
1400000US36081023200,19.200000000000003,34.2,73036.0,967.0,54.1,1509.0,41.3,5599.0,18.7,11.0,3.9,38.2,1
1400000US36081023500,32.599999999999994,16.7,53700.0,2460.0,92.8,1471.0,45.8,8065.0,56.1,11.3,1.3,30.3,1
1400000US36081023600,28.200000000000003,23.7,61902.0,694.0,81.4,1614.0,49.5,3198.0,37.5,11.7,3.6,39.5,1
1400000US36081023800,29.799999999999997,18.0,48333.0,1350.0,90.2,1351.0,53.6,4743.0,41.5,2.2,4.5,33.2,1
1400000US36081024000,30.700000000000003,23.0,43162.0,1857.0,89.4,1403.0,52.6,6179.0,43.0,2.3,4.4,30.5,1
1400000US36081024300,21.0,22.8,65556.0,891.0,52.0,1619.0,50.0,5545.0,31.7,29.0,0.5,37.7,1
1400000US36081024500,13.200000000000003,31.8,58457.0,1050.0,51.4,1666.0,42.4,5178.0,34.4,39.0,0.7,21.4,1
1400000US36081024600,,,,0.0,,,,0.0,,,,,0
1400000US36081024700,27.299999999999997,24.2,62411.0,391.0,79.0,1592.0,38.6,1464.0,26.8,18.8,1.3,51.0,0
1400000US36081024900,17.700000000000003,34.0,58110.0,1312.0,70.0,1517.0,44.0,4711.0,24.2,22.9,1.1,50.5,1
1400000US36081025100,19.200000000000003,37.5,60651.0,1343.0,54.7,1516.0,55.7,6240.0,36.1,30.7,1.5,30.5,1
1400000US36081025301,14.799999999999997,41.4,60269.0,1661.0,93.0,1615.0,39.7,4201.0,37.3,34.9,0.8,25.7,1
1400000US36081025302,28.5,24.0,66500.0,988.0,84.2,1485.0,28.9,2998.0,51.7,27.1,0.4,13.8,1
1400000US36081025400,22.400000000000006,12.9,37406.0,2204.0,75.4,964.0,46.1,10071.0,20.3,2.8,8.9,12.9,1
1400000US36081025500,13.099999999999994,47.8,79402.0,320.0,63.6,1604.0,37.1,1439.0,28.3,24.4,2.2,42.6,0
1400000US36081025700,25.799999999999997,31.2,74453.0,306.0,56.1,1496.0,45.0,1545.0,33.1,21.8,3.3,41.7,0
1400000US36081025800,26.700000000000003,14.2,67500.0,225.0,41.2,1696.0,70.9,2398.0,12.4,0.3,9.2,1.9,0
1400000US36081025900,26.200000000000003,24.9,61667.0,794.0,71.9,1703.0,45.8,3675.0,44.1,14.3,0.9,39.2,1
1400000US36081026000,23.700000000000003,9.1,51250.0,551.0,78.4,1176.0,41.4,2379.0,23.2,1.4,9.2,14.8,1
1400000US36081026100,31.799999999999997,18.9,45465.0,2059.0,89.7,1442.0,57.3,6644.0,45.7,6.6,0.8,45.7,1
1400000US36081026200,10.700000000000003,17.8,83158.0,118.0,33.9,1323.0,50.0,1157.0,14.3,0.5,11.2,0.7,0
1400000US36081026300,18.900000000000006,33.0,59491.0,1422.0,73.9,1457.0,52.5,6402.0,31.6,12.5,0.5,53.8,1
1400000US36081026400,21.200000000000003,18.5,57479.0,418.0,53.1,1211.0,56.1,2653.0,22.2,0.2,8.3,4.4,0
1400000US36081026500,23.5,32.6,55139.0,1100.0,79.2,1552.0,47.1,3917.0,24.5,8.3,1.1,65.0,1
1400000US36081026600,30.299999999999997,10.7,28929.0,466.0,63.3,556.0,51.2,1682.0,12.0,0.0,8.0,3.0,0
1400000US36081026700,21.900000000000006,23.9,48005.0,1678.0,84.2,1413.0,58.4,5894.0,48.6,5.8,0.8,41.5,1
1400000US36081026901,22.599999999999994,20.2,47083.0,1392.0,84.0,1539.0,57.1,4885.0,61.1,4.5,0.8,32.5,1
1400000US36081026902,13.5,33.7,48534.0,940.0,75.6,1367.0,53.0,3527.0,32.9,4.6,0.7,61.2,1
1400000US36081027000,23.0,22.2,80735.0,157.0,34.3,1528.0,56.2,2071.0,17.0,3.7,12.7,2.2,0
1400000US36081027100,34.5,24.9,54838.0,1942.0,74.0,1431.0,39.8,8311.0,49.7,3.2,0.8,44.3,1
1400000US36081027200,22.099999999999994,12.5,52353.0,254.0,42.6,1361.0,70.4,2189.0,13.8,0.6,9.6,5.6,0
1400000US36081027300,32.5,13.0,49320.0,1934.0,85.9,1394.0,54.6,6710.0,80.1,2.7,5.7,9.4,1
1400000US36081027400,14.0,27.7,65938.0,109.0,18.9,1545.0,56.9,1571.0,4.8,0.0,12.4,3.8,0
1400000US36081027500,34.8,11.1,44191.0,1291.0,65.0,1404.0,45.2,6205.0,82.9,4.3,3.9,8.6,1
1400000US36081027600,19.900000000000006,16.4,64375.0,132.0,31.7,1313.0,58.4,1533.0,11.2,1.2,12.1,6.3,0
1400000US36081027700,27.400000000000006,17.4,49747.0,2112.0,71.8,1454.0,53.5,8030.0,70.3,8.1,1.5,16.4,1
1400000US36081027800,19.599999999999994,14.8,42955.0,609.0,72.0,732.0,33.9,2348.0,13.6,0.4,9.8,0.5,1
1400000US36081027900,26.700000000000003,27.8,61038.0,1540.0,64.0,1372.0,58.1,6210.0,68.0,19.3,1.6,10.3,1
1400000US36081028000,10.400000000000006,24.9,71850.0,149.0,31.1,1314.0,57.0,1759.0,8.9,0.0,7.5,0.0,0
1400000US36081028100,8.599999999999994,38.5,53909.0,1530.0,69.0,1450.0,54.5,4819.0,51.5,29.6,0.9,15.8,1
1400000US36081028200,12.200000000000003,29.8,75278.0,166.0,31.3,1595.0,63.3,1950.0,6.7,2.0,11.5,3.4,0
1400000US36081028300,15.599999999999994,41.2,65042.0,2165.0,68.3,1578.0,45.4,7601.0,63.5,19.5,0.9,15.0,1
1400000US36081028400,9.299999999999997,16.1,65625.0,345.0,29.0,1717.0,54.0,4157.0,2.3,0.4,6.2,1.8,0
1400000US36081028500,23.200000000000003,45.8,57032.0,1156.0,55.3,1359.0,54.5,4911.0,43.7,30.3,1.7,19.0,1
1400000US36081028700,13.0,39.8,64173.0,1742.0,65.1,1390.0,43.1,6226.0,43.7,33.5,0.7,21.2,1
1400000US36081028800,12.200000000000003,18.7,68611.0,351.0,24.8,1640.0,55.2,5028.0,12.3,0.6,7.7,4.8,0
1400000US36081028900,17.700000000000003,37.5,65843.0,1502.0,72.5,1617.0,41.1,5180.0,30.0,27.5,1.2,35.3,1
