GEO_ID,NAME,tract,total_population,CARES_exclusion_c,pay over 50,percentage-renters-less12k,ui_rate,unemployment rate,Risk of Job Displacement,non_high_school_per,college_per,med_income,renter_num,renter_per,mid_rent,rent_35,total,latinx,white,black,asian,include,CARES_exclusion_c bin,pay over 50 bin,percentage-renters-less12k bin,ui_rate bin,unemployment rate bin,Risk of Job Displacement bin,sum_rankings,RVI
1400000US36047004300,"Census Tract 43, Kings County, New York",36047004300,3496,0.13112034238272308,0.22,0.18334735071488645,0.14661921708185055,2.72,0.058460271716755864,3.700000000000003,80.4,133536.0,1189.0,72.9,2249.0,30.6,3496.0,13.3,62.3,3.9,9.5,1,2,2,1.0,3,1,1,10.0,1
1400000US36047004400,"Census Tract 44, Kings County, New York",36047004400,2511,0.33927484187574686,0.31,0.2663316582914573,-0.018595041322314154,2.33,0.10087370929308975,3.700000000000003,63.6,116000.0,199.0,20.2,1410.0,40.2,2511.0,8.8,78.2,0.7,11.5,0,,,,,,,,0
1400000US36047004500,"Census Tract 45, Kings County, New York",36047004500,3546,0.27745742691201347,0.18,0.1316831683168317,0.08176171654432518,3.99,0.033707865168539325,2.0,85.0,145884.0,1010.0,60.4,2441.0,21.8,3546.0,3.4,78.7,2.3,10.2,1,4,1,1.0,2,2,1,11.0,1
1400000US36047004600,"Census Tract 46, Kings County, New York",36047004600,1306,0.37794703020673814,0.3,0.26881720430107525,-0.18930232558139526,4.79,0.04642166344294004,9.799999999999997,61.4,105481.0,93.0,18.9,1240.0,30.4,1306.0,12.9,76.5,2.5,10.6,0,,,,,,,,0
1400000US36047004700,"Census Tract 47, Kings County, New York",36047004700,1903,0.18734165179190754,0.14,0.18702290076335878,-0.030943396226414732,9.59,0.07295719844357977,4.700000000000003,75.0,108864.0,524.0,67.5,1710.0,23.2,1903.0,14.7,55.4,6.4,7.7,1,3,1,1.0,1,4,1,11.0,1
1400000US36047004900,"Census Tract 49, Kings County, New York",36047004900,2718,0.33570422005518774,0.15,0.12411347517730496,-0.00018034265103694658,3.69,0.03625170998632011,5.299999999999997,77.6,155341.0,564.0,56.6,2544.0,21.1,2718.0,11.4,60.0,6.2,9.4,1,5,1,1.0,2,1,1,11.0,1
1400000US36047005000,"Census Tract 50, Kings County, New York",36047005000,2320,0.0455202170474136,0.05,0.07657657657657657,-0.0057017543859649855,6.81,0.10024650780608052,3.299999999999997,67.7,108571.0,444.0,45.9,1759.0,12.2,2320.0,13.4,72.1,0.9,12.0,0,,,,,,,,0
1400000US36047005100,"Census Tract 51, Kings County, New York",36047005100,2791,0.24554742789322825,0.21,0.08614232209737828,0.12882447665056362,3.22,0.13415384615384615,1.7000000000000028,74.1,101389.0,534.0,49.3,2756.0,42.6,2791.0,16.9,60.6,2.1,5.4,1,4,2,1.0,3,1,2,13.0,1
1400000US36047005201,"Census Tract 52.01, Kings County, New York",36047005201,1666,0.0,0.09,0.506145251396648,0.017905405405405417,4.64,0.034722222222222224,19.0,49.6,26181.0,895.0,83.6,417.0,18.4,1666.0,9.5,72.0,1.0,17.2,1,1,1,5.0,2,2,1,12.0,1
1400000US36047005202,"Census Tract 52.02, Kings County, New York",36047005202,2299,0.0,0.3,0.214190093708166,-0.07410526315789467,2.92,0.11708860759493671,7.099999999999994,53.9,72159.0,747.0,55.3,1739.0,43.0,2299.0,7.4,85.5,3.0,2.4,1,1,3,2.0,1,1,2,10.0,1
1400000US36047005300,"Census Tract 53, Kings County, New York",36047005300,2245,0.0,0.27,0.2480252764612954,0.12472663139329809,4.49,0.12206216830932524,12.400000000000004,57.8,101806.0,633.0,66.1,1835.0,38.9,2245.0,26.1,55.0,6.6,2.4,1,1,3,2.0,3,2,2,13.0,1
1400000US36047005400,"Census Tract 54, Kings County, New York",36047005400,3177,0.0,0.26,0.24344569288389514,0.07057949479940562,3.93,0.10896708286038592,9.400000000000006,57.8,75580.0,1068.0,66.6,1493.0,35.9,3177.0,8.6,73.4,2.4,13.3,1,1,2,2.0,2,2,2,11.0,1
1400000US36047005601,"Census Tract 56.01, Kings County, New York",36047005601,2462,0.0,0.21,0.23569794050343248,0.05866425992779778,7.15,0.08592592592592592,5.0,56.0,72188.0,874.0,62.9,1654.0,42.2,2462.0,11.2,76.4,7.1,4.1,1,1,2,2.0,2,3,1,11.0,1
1400000US36047005602,"Census Tract 56.02, Kings County, New York",36047005602,1606,0.0,0.33,0.3301526717557252,-0.18704318936877073,3.81,0.05947136563876652,8.0,56.9,64617.0,524.0,60.3,1383.0,41.7,1606.0,11.0,71.8,1.3,14.2,1,1,4,3.0,1,1,1,11.0,1
1400000US36047005800,"Census Tract 58, Kings County, New York",36047005800,3092,0.0,0.35,0.40077444336882867,-0.1122935779816514,10.59,0.11515552614162806,13.200000000000005,43.1,49329.0,1033.0,75.2,1427.0,49.0,3092.0,20.9,57.9,1.8,16.3,1,1,4,4.0,1,4,2,16.0,2
1400000US36047005900,"Census Tract 59, Kings County, New York",36047005900,1253,0.0,0.16,0.14931237721021612,-0.04521249359959034,1.19,0.20722891566265061,8.599999999999994,54.1,73542.0,509.0,91.5,1825.0,34.2,1253.0,28.7,55.9,7.9,1.4,1,1,1,1.0,1,1,4,9.0,1
1400000US36047006000,"Census Tract 60, Kings County, New York",36047006000,3054,0.2715531614931238,0.25,0.2257142857142857,0.30149466192170815,2.42,0.3181549379065642,14.799999999999995,41.6,98271.0,700.0,69.2,1615.0,33.5,3054.0,26.8,55.8,1.1,15.1,1,4,2,2.0,5,1,5,19.0,3
1400000US36047006200,"Census Tract 62, Kings County, New York",36047006200,2700,0.11510607316666666,0.28,0.2834158415841584,-0.11877551020408172,4.11,0.06130268199233716,11.299999999999995,52.8,70208.0,808.0,73.3,1497.0,46.0,2700.0,14.7,64.2,2.4,17.5,1,2,3,2.0,1,2,1,11.0,1
1400000US36047006300,"Census Tract 63, Kings County, New York",36047006300,1922,0.07247045512486994,0.1,0.09968847352024922,0.034274586173320354,4.36,0.04557179707652623,5.0,68.4,119519.0,642.0,70.0,2525.0,26.3,1922.0,7.4,81.8,1.9,3.5,1,2,1,1.0,2,2,1,9.0,1
1400000US36047006400,"Census Tract 64, Kings County, New York",36047006400,3062,0.060754821815806825,0.22,0.21859706362153344,-0.02569737954353357,5.49,0.17700849118223383,19.5,45.9,74931.0,613.0,46.4,1417.0,33.9,3062.0,11.0,74.5,1.9,10.1,1,2,2,2.0,1,2,3,12.0,1
1400000US36047006500,"Census Tract 65, Kings County, New York",36047006500,5842,0.23504400890106136,0.12,0.05364511691884457,0.18209164043371806,3.73,0.05505831299159208,2.200000000000003,80.0,165000.0,1454.0,59.7,2357.0,22.3,5842.0,6.0,84.3,1.8,4.0,1,4,1,1.0,4,1,1,12.0,1
1400000US36047006600,"Census Tract 66, Kings County, New York",36047006600,3645,0.1385697206584362,0.28,0.28751974723538704,0.15672295184490304,7.75,0.17074468085106384,7.0,43.6,65511.0,1266.0,81.9,1517.0,40.2,3645.0,25.3,60.9,0.8,11.1,1,2,3,2.0,3,4,3,17.0,3
1400000US36047006700,"Census Tract 67, Kings County, New York",36047006700,3894,0.28643036171032366,0.09,0.05017921146953405,0.143247676325861,4.19,0.08329827513672697,7.099999999999994,76.4,168194.0,837.0,55.0,2413.0,15.8,3894.0,10.6,80.5,1.7,3.3,1,4,1,1.0,3,2,1,12.0,1
1400000US36047006800,"Census Tract 68, Kings County, New York",36047006800,4932,0.0,0.34,0.3066004258339248,0.10373216245883643,9.12,0.16608996539792387,23.3,35.2,48906.0,1409.0,77.3,1396.0,54.3,4932.0,36.8,41.6,1.1,18.2,1,1,4,3.0,3,4,3,18.0,3
1400000US36047006900,"Census Tract 69, Kings County, New York",36047006900,3575,0.24665429985174825,0.07,0.06255430060816682,0.1532082922013821,3.92,0.051623646960865945,3.5999999999999943,85.0,142727.0,1151.0,67.8,2434.0,14.9,3575.0,8.9,77.1,2.7,4.7,1,4,1,1.0,3,2,1,12.0,1
1400000US36047007000,"Census Tract 70, Kings County, New York",36047007000,2629,0.0,0.37,0.3401015228426396,0.020980615735461727,3.31,0.09113712374581939,10.099999999999994,47.0,72552.0,394.0,37.6,1435.0,43.5,2629.0,21.2,53.8,3.8,17.1,0,,,,,,,,0
1400000US36047007100,"Census Tract 71, Kings County, New York",36047007100,4890,0.5021187516891615,0.13,0.2621045836023241,-0.07915451895043724,15.41,0.09930961232076474,26.40000000000001,29.0,36987.0,1549.0,87.9,655.0,26.6,4890.0,44.9,14.2,7.2,4.1,1,5,1,2.0,1,5,1,15.0,2
1400000US36047007200,"Census Tract 72, Kings County, New York",36047007200,1890,0.0,0.44,0.4247619047619048,0.24910179640718566,4.16,0.22691879866518352,35.3,21.0,40588.0,525.0,88.7,1347.0,55.4,1890.0,69.4,9.7,0.6,19.5,1,1,5,4.0,5,2,4,21.0,4
1400000US36047007400,"Census Tract 74, Kings County, New York",36047007400,5280,0.05553952372916682,0.47,0.5067144136078783,0.15121661721068247,8.08,0.16904176904176904,51.6,18.7,34965.0,1117.0,77.4,1557.0,62.1,5280.0,64.3,8.7,0.3,25.9,1,2,5,5.0,3,4,3,22.0,5
1400000US36047007500,"Census Tract 75, Kings County, New York",36047007500,4925,0.35499209198375636,0.15,0.13134057971014493,0.24477035893477428,4.3,0.09803921568627451,4.099999999999993,79.7,143456.0,1104.0,53.7,2246.0,22.9,4925.0,15.0,77.0,0.1,5.1,1,5,1,1.0,5,2,1,15.0,2
1400000US36047007600,"Census Tract 76, Kings County, New York",36047007600,5146,0.23953463545083542,0.5,0.4824561403508772,0.4012434241989479,8.07,0.26666666666666666,34.0,26.3,41313.0,1026.0,73.2,1465.0,63.5,5146.0,65.4,15.0,1.7,16.7,1,4,5,5.0,5,4,5,28.0,5
1400000US36047007700,"Census Tract 77, Kings County, New York",36047007700,5172,0.09238854716357325,0.17,0.2076541459957477,0.19171597633136073,6.66,0.1278916060806345,8.299999999999997,71.8,150764.0,1411.0,66.0,2233.0,33.5,5172.0,15.1,64.1,3.9,9.8,1,2,1,2.0,4,3,2,14.0,2
1400000US36047007800,"Census Tract 78, Kings County, New York",36047007800,5240,0.0,0.31,0.3350694444444444,0.43869445536767593,5.24,0.20626151012891344,47.6,18.5,51250.0,1152.0,77.4,1450.0,42.2,5240.0,75.7,9.9,2.1,11.0,1,1,3,3.0,5,2,4,18.0,3
1400000US36047008000,"Census Tract 80, Kings County, New York",36047008000,3746,0.0,0.28,0.31016731016731014,0.30772917914919107,4.66,0.15741212429954152,37.8,28.5,59630.0,777.0,64.4,1615.0,44.8,3746.0,70.4,18.3,2.2,7.6,1,1,3,3.0,5,2,3,17.0,3
1400000US36047008200,"Census Tract 82, Kings County, New York",36047008200,3942,0.2387391386123796,0.31,0.43892508143322473,0.13342428376534787,11.18,0.13410596026490065,27.90000000000001,30.8,38567.0,1228.0,87.9,1351.0,49.6,3942.0,68.6,12.2,3.1,12.7,1,4,3,4.0,3,5,2,21.0,4
1400000US36047008400,"Census Tract 84, Kings County, New York",36047008400,3879,0.2838916769218871,0.33,0.2722222222222222,0.393502658003544,6.16,0.19897435897435897,39.3,23.4,54265.0,900.0,77.9,1327.0,48.3,3879.0,72.8,18.1,1.8,5.4,1,4,4,2.0,5,3,4,22.0,5
