"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Less than 10.0 percent","Margin of Error!!Total!!Less than 10.0 percent","Estimate!!Total!!10.0 to 14.9 percent","Margin of Error!!Total!!10.0 to 14.9 percent","Estimate!!Total!!15.0 to 19.9 percent","Margin of Error!!Total!!15.0 to 19.9 percent","Estimate!!Total!!20.0 to 24.9 percent","Margin of Error!!Total!!20.0 to 24.9 percent","Estimate!!Total!!25.0 to 29.9 percent","Margin of Error!!Total!!25.0 to 29.9 percent","Estimate!!Total!!30.0 to 34.9 percent","Margin of Error!!Total!!30.0 to 34.9 percent","Estimate!!Total!!35.0 to 39.9 percent","Margin of Error!!Total!!35.0 to 39.9 percent","Estimate!!Total!!40.0 to 49.9 percent","Margin of Error!!Total!!40.0 to 49.9 percent","Estimate!!Total!!50.0 percent or more","Margin of Error!!Total!!50.0 percent or more","Estimate!!Total!!Not computed","Margin of Error!!Total!!Not computed"
"1400000US36061022600","Census Tract 226, New York County, New York","1830","169","88","74","171","97","118","61","203","79","139","74","250","103","63","52","81","78","479","131","238","120"
"1400000US36061022700","Census Tract 227, New York County, New York","1976","152","126","145","240","109","190","107","226","124","132","76","215","110","39","49","313","129","426","160","69","55"
"1400000US36061022800","Census Tract 228, New York County, New York","2068","196","103","83","120","93","107","84","191","124","211","121","190","116","149","119","140","106","767","215","90","79"
"1400000US36061022900","Census Tract 229, New York County, New York","2777","195","100","85","148","96","309","131","271","122","288","124","339","154","191","110","166","93","727","166","238","131"
"1400000US36061023000","Census Tract 230, New York County, New York","3560","219","221","100","458","163","385","141","442","183","417","156","302","132","282","141","343","155","569","183","141","102"
"1400000US36061023100","Census Tract 231, New York County, New York","2384","200","86","72","269","154","121","101","169","88","143","98","220","112","187","116","279","151","766","184","144","89"
"1400000US36061023200","Census Tract 232, New York County, New York","3053","204","143","119","169","103","341","171","493","180","440","167","215","108","49","57","284","139","780","219","139","110"
"1400000US36061023300","Census Tract 233, New York County, New York","2075","184","118","86","111","81","136","73","298","157","127","96","128","102","171","105","244","149","672","183","70","82"
"1400000US36061023400","Census Tract 234, New York County, New York","2170","127","29","36","167","108","179","123","154","98","241","131","220","116","153","91","232","147","707","214","88","103"
"1400000US36061023501","Census Tract 235.01, New York County, New York","2155","186","79","82","211","109","140","112","274","136","88","73","251","103","147","92","253","132","519","173","193","142"
"1400000US36061023502","Census Tract 235.02, New York County, New York","838","51","17","22","70","37","70","48","83","57","135","64","42","26","98","47","55","40","206","55","62","38"
"1400000US36061023600","Census Tract 236, New York County, New York","2583","216","155","115","212","125","350","161","229","141","301","168","312","177","34","36","363","154","494","210","133","125"
"1400000US36061023700","Census Tract 237, New York County, New York","2616","124","81","51","258","142","270","134","391","172","329","143","187","100","113","109","216","115","616","174","155","89"
"1400000US36061023801","Census Tract 238.01, New York County, New York","3291","375","193","116","125","76","480","218","431","207","276","171","285","157","257","167","285","171","813","239","146","114"
"1400000US36061023802","Census Tract 238.02, New York County, New York","587","48","27","19","66","30","87","35","64","30","63","29","69","46","35","28","37","24","94","38","45","31"
"1400000US36061023900","Census Tract 239, New York County, New York","1065","71","25","28","30","29","98","58","110","52","104","53","166","75","55","39","129","61","292","90","56","52"
"1400000US36061024000","Census Tract 240, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US36061024100","Census Tract 241, New York County, New York","2486","225","134","96","142","95","390","197","286","160","338","170","113","84","190","104","151","102","648","199","94","91"
"1400000US36061024200","Census Tract 242, New York County, New York","1726","73","93","61","169","84","174","80","231","84","247","89","251","81","52","41","27","35","435","116","47","44"
"1400000US36061024301","Census Tract 243.01, New York County, New York","1439","105","46","33","87","50","87","58","233","93","174","83","141","73","91","69","190","84","339","105","51","47"
"1400000US36061024302","Census Tract 243.02, New York County, New York","2673","98","134","95","194","116","349","165","243","123","298","117","444","148","197","115","276","165","437","171","101","110"
"1400000US36061024500","Census Tract 245, New York County, New York","4604","240","316","153","477","205","496","200","532","215","265","174","392","182","290","185","401","204","1211","337","224","154"
"1400000US36061024700","Census Tract 247, New York County, New York","2243","190","76","64","112","71","253","155","176","129","234","84","296","150","105","105","201","133","731","222","59","93"
"1400000US36061024900","Census Tract 249, New York County, New York","405","39","14","14","41","32","26","18","80","32","21","17","26","20","15","16","46","36","111","46","25","20"
"1400000US36061025100","Census Tract 251, New York County, New York","779","60","50","25","41","27","102","44","54","30","73","41","72","40","92","52","33","29","234","64","28","21"
"1400000US36061025300","Census Tract 253, New York County, New York","3840","167","246","136","287","136","395","167","456","177","389","153","259","121","180","102","254","128","1294","234","80","82"
"1400000US36061025500","Census Tract 255, New York County, New York","2080","178","91","86","160","75","135","87","233","109","70","50","128","116","237","161","137","106","757","231","132","112"
"1400000US36061025700","Census Tract 257, New York County, New York","1249","115","73","52","100","44","252","94","110","56","181","71","144","81","104","76","22","25","229","82","34","37"
"1400000US36061025900","Census Tract 259, New York County, New York","1034","119","88","66","0","11","93","53","115","70","113","54","54","37","103","64","70","44","387","109","11","18"
"1400000US36061026100","Census Tract 261, New York County, New York","3775","163","230","144","158","90","391","166","434","155","464","156","183","91","182","101","354","167","1229","247","150","111"
"1400000US36061026300","Census Tract 263, New York County, New York","3007","96","44","50","199","105","407","159","327","176","232","119","268","155","154","84","304","145","1014","222","58","63"
"1400000US36061026500","Census Tract 265, New York County, New York","2309","152","184","130","219","123","237","119","500","205","247","114","146","113","131","84","75","48","521","136","49","54"
"1400000US36061026700","Census Tract 267, New York County, New York","577","38","26","24","48","31","41","28","37","18","26","19","78","34","33","25","111","38","167","51","10","12"
"1400000US36061026900","Census Tract 269, New York County, New York","2704","140","80","58","254","133","267","128","248","131","180","120","203","125","222","115","227","111","931","197","92","59"
"1400000US36061027100","Census Tract 271, New York County, New York","2714","142","63","52","275","126","345","148","372","135","298","119","153","112","165","104","116","75","875","196","52","50"
"1400000US36061027300","Census Tract 273, New York County, New York","2364","221","20","33","188","84","524","156","311","121","217","99","206","113","207","114","236","153","361","140","94","61"
"1400000US36061027500","Census Tract 275, New York County, New York","789","101","30","35","36","29","137","89","87","55","32","25","54","39","55","43","73","55","221","93","64","66"
"1400000US36061027700","Census Tract 277, New York County, New York","2144","99","123","93","143","108","85","80","66","53","220","126","243","132","63","72","358","168","795","209","48","48"
"1400000US36061027900","Census Tract 279, New York County, New York","3679","204","53","44","220","117","420","179","398","173","318","144","377","157","245","141","348","156","1173","257","127","108"
"1400000US36061028100","Census Tract 281, New York County, New York","1034","75","55","40","135","56","154","57","175","84","111","49","36","29","34","32","86","53","231","78","17","19"
"1400000US36061028300","Census Tract 283, New York County, New York","2626","172","33","39","243","148","386","178","357","148","225","99","294","146","100","68","337","121","581","167","70","55"
"1400000US36061028500","Census Tract 285, New York County, New York","2702","146","124","74","152","113","226","104","477","206","151","66","244","114","134","97","289","128","816","273","89","62"
"1400000US36061028700","Census Tract 287, New York County, New York","1518","92","85","64","83","45","195","91","207","79","131","81","159","69","103","60","73","43","482","113","0","11"
"1400000US36061029100","Census Tract 291, New York County, New York","3962","134","128","83","309","167","328","186","557","211","388","188","303","140","73","63","273","154","1535","293","68","78"
"1400000US36061029300","Census Tract 293, New York County, New York","3009","142","29","37","303","146","341","131","590","173","341","152","211","111","131","127","125","102","893","241","45","42"
"1400000US36061029500","Census Tract 295, New York County, New York","3089","200","66","57","373","144","683","222","315","130","171","99","277","164","228","149","168","106","586","171","222","161"
"1400000US36061029700","Census Tract 297, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US36061029900","Census Tract 299, New York County, New York","1521","62","45","31","168","83","89","58","164","66","170","95","252","97","112","73","120","68","369","109","32","27"
"1400000US36061030300","Census Tract 303, New York County, New York","1730","81","11","17","171","75","224","93","247","87","196","86","58","38","152","77","149","79","409","122","113","72"
"1400000US36061030700","Census Tract 307, New York County, New York","1184","106","24","26","164","92","162","69","119","57","149","95","59","39","32","27","114","60","252","102","109","71"
"1400000US36061030900","Census Tract 309, New York County, New York","3403","171","90","76","85","82","508","180","317","148","191","102","424","155","258","133","454","162","964","217","112","80"
"1400000US36061031100","Census Tract 311, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US36061031703","Census Tract 317.03, New York County, New York","2191","185","568","150","365","134","381","133","193","114","169","105","52","63","109","86","47","52","287","122","20","32"
"1400000US36061031704","Census Tract 317.04, New York County, New York","3430","224","295","159","370","138","499","189","630","205","362","153","293","130","133","89","207","135","573","153","68","55"
"1400000US36061031900","Census Tract 319, New York County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US36047000100","Census Tract 1, Kings County, New York","1140","200","187","102","74","65","10","15","100","68","132","97","36","45","137","115","33","39","313","153","118","124"
"1400000US36047000200","Census Tract 2, Kings County, New York","315","48","0","11","29","30","36","31","13","13","45","26","13","16","25","25","18","17","136","53","0","11"
"1400000US36047000301","Census Tract 3.01, Kings County, New York","649","135","89","62","82","63","104","74","52","48","137","88","6","16","0","11","21","33","141","91","17","27"
"1400000US36047000501","Census Tract 5.01, Kings County, New York","1006","118","70","32","108","72","190","81","173","89","115","66","143","79","0","11","54","39","108","58","45","31"
"1400000US36047000502","Census Tract 5.02, Kings County, New York","964","100","158","93","93","48","107","48","95","44","134","62","55","40","36","28","29","29","169","71","88","63"
"1400000US36047000700","Census Tract 7, Kings County, New York","991","149","108","70","86","46","235","74","80","39","187","91","94","59","66","56","0","11","135","54","0","11"
"1400000US36047000900","Census Tract 9, Kings County, New York","1271","168","137","66","201","89","206","90","123","74","202","104","89","85","32","36","106","93","175","69","0","11"
"1400000US36047001100","Census Tract 11, Kings County, New York","638","45","24","22","41","26","104","41","96","35","107","40","76","41","60","31","48","27","76","29","6","9"
"1400000US36047001300","Census Tract 13, Kings County, New York","119","42","0","11","13","13","25","21","9","10","15","13","19","17","5","7","10","12","9","13","14","17"
"1400000US36047001500","Census Tract 15, Kings County, New York","2556","161","74","40","280","123","299","105","502","126","324","113","172","67","87","52","227","93","440","128","151","68"
"1400000US36047001800","Census Tract 18, Kings County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US36047002000","Census Tract 20, Kings County, New York","316","51","38","30","36","24","70","49","13","13","15","17","16","25","31","38","30","26","67","38","0","11"
"1400000US36047002100","Census Tract 21, Kings County, New York","1215","136","129","60","187","77","245","83","138","67","85","50","164","74","30","28","88","63","144","74","5","9"
"1400000US36047002200","Census Tract 22, Kings County, New York","1160","115","20","20","94","63","120","67","95","64","126","63","98","59","46","45","93","56","416","122","52","44"
"1400000US36047002300","Census Tract 23, Kings County, New York","1560","72","187","85","117","78","147","91","190","93","212","76","229","100","44","40","100","75","205","96","129","74"
"1400000US36047002901","Census Tract 29.01, Kings County, New York","1312","47","55","38","61","53","207","100","215","92","218","98","180","104","32","31","120","84","224","81","0","11"
"1400000US36047003000","Census Tract 30, Kings County, New York","311","60","30","25","35","35","64","40","50","37","6","9","12","12","0","11","0","11","108","57","6","9"
"1400000US36047003100","Census Tract 31, Kings County, New York","343","71","20","22","39","25","51","29","37","27","59","32","4","6","10","14","48","39","72","39","3","6"
"1400000US36047003300","Census Tract 33, Kings County, New York","1278","140","55","46","168","79","239","93","179","70","183","96","127","70","51","39","58","47","194","74","24","25"
"1400000US36047003400","Census Tract 34, Kings County, New York","632","96","79","50","74","49","85","71","63","60","59","39","13","21","21","24","65","56","162","84","11","16"
"1400000US36047003500","Census Tract 35, Kings County, New York","624","69","59","30","47","25","118","51","68","27","68","35","44","31","30","37","25","24","165","57","0","11"
"1400000US36047003600","Census Tract 36, Kings County, New York","924","121","68","56","91","61","152","79","73","42","63","54","96","70","30","21","78","56","264","93","9","14"
"1400000US36047003700","Census Tract 37, Kings County, New York","412","50","24","19","31","18","59","27","90","42","32","18","16","12","32","27","35","22","73","27","20","16"
"1400000US36047003800","Census Tract 38, Kings County, New York","242","60","31","30","25","19","30","29","33","19","45","35","4","6","0","11","6","8","61","35","7","10"
"1400000US36047003900","Census Tract 39, Kings County, New York","856","96","73","47","84","50","183","66","123","58","66","45","52","49","52","45","86","55","105","53","32","29"
"1400000US36047004100","Census Tract 41, Kings County, New York","947","132","41","35","66","46","238","99","96","50","193","85","36","32","89","48","40","27","124","94","24","27"
"1400000US36047004300","Census Tract 43, Kings County, New York","1095","112","55","51","125","58","201","73","185","68","171","72","18","19","30","27","63","37","200","81","47","45"
"1400000US36047004400","Census Tract 44, Kings County, New York","236","55","7","10","38","24","26","21","39","28","15","14","30","19","12","13","6","9","63","42","0","11"
"1400000US36047004500","Census Tract 45, Kings County, New York","946","115","71","44","106","65","237","90","137","64","85","47","52","35","52","56","29","26","125","57","52","48"
"1400000US36047004600","Census Tract 46, Kings County, New York","106","45","0","11","16","25","19","16","5","8","13","14","12","15","0","11","7","11","25","20","9","11"
"1400000US36047004700","Census Tract 47, Kings County, New York","520","58","19","15","42","36","90","32","125","43","38","22","68","40","26","25","30","21","64","24","18","15"
"1400000US36047004900","Census Tract 49, Kings County, New York","529","101","7","12","108","65","59","33","103","66","92","60","22","20","0","11","21","25","88","50","29","34"
"1400000US36047005000","Census Tract 50, Kings County, New York","469","107","18","21","39","39","74","44","105","78","58","42","58","56","0","11","39","31","56","50","22","22"
"1400000US36047005100","Census Tract 51, Kings County, New York","661","115","14","24","21","34","129","78","155","71","82","58","41","56","47","48","63","24","101","48","8","13"
"1400000US36047005201","Census Tract 52.01, Kings County, New York","839","94","51","34","35","31","103","57","109","49","156","74","210","84","62","34","22","22","64","35","27","25"
"1400000US36047005202","Census Tract 52.02, Kings County, New York","728","93","7","12","40","25","92","49","93","66","92","53","56","40","21","23","82","56","196","77","49","40"
"1400000US36047005300","Census Tract 53, Kings County, New York","646","79","27","23","31","24","117","48","68","38","64","36","47","28","40","36","51","39","201","60","0","11"
"1400000US36047005400","Census Tract 54, Kings County, New York","1099","110","41","40","153","59","76","31","179","70","32","29","101","59","0","11","92","56","286","94","139","82"
"1400000US36047005601","Census Tract 56.01, Kings County, New York","872","114","38","31","49","63","124","63","198","78","36","31","70","46","82","63","78","47","131","77","66","58"
"1400000US36047005602","Census Tract 56.02, Kings County, New York","503","76","31","29","41","22","59","43","83","47","22","18","82","44","39","35","22","21","119","48","5","7"
"1400000US36047005800","Census Tract 58, Kings County, New York","1068","118","46","37","75","56","170","68","102","52","75","42","78","55","10","16","103","75","346","102","63","53"
"1400000US36047005900","Census Tract 59, Kings County, New York","537","52","20","21","53","30","43","31","97","40","81","36","43","30","38","28","48","32","108","46","6","9"
"1400000US36047006000","Census Tract 60, Kings County, New York","696","110","62","48","100","57","72","59","92","56","60","46","50","34","29","35","0","11","161","72","70","60"
"1400000US36047006200","Census Tract 62, Kings County, New York","873","103","26","26","118","62","120","67","109","48","39","31","51","45","65","50","85","45","234","100","26","24"
"1400000US36047006300","Census Tract 63, Kings County, New York","597","68","26","21","67","42","165","40","110","50","64","30","29","19","28","21","31","33","51","26","26","31"
"1400000US36047006400","Census Tract 64, Kings County, New York","630","125","28","25","89","57","105","64","71","40","27","29","40","50","52","40","37","29","156","68","25","22"
"1400000US36047006500","Census Tract 65, Kings County, New York","1499","195","121","86","237","120","276","125","212","91","191","93","139","97","77","65","29","33","217","93","0","16"
"1400000US36047006600","Census Tract 66, Kings County, New York","1149","122","66","51","116","60","85","48","87","62","216","101","69","51","83","55","59","44","328","83","40","39"
"1400000US36047006700","Census Tract 67, Kings County, New York","900","110","136","65","141","66","146","55","120","58","127","71","93","71","37","30","8","14","61","37","31","40"
"1400000US36047006800","Census Tract 68, Kings County, New York","1312","137","8","11","52","31","151","90","192","96","150","76","74","57","111","55","115","69","415","160","44","42"
"1400000US36047006900","Census Tract 69, Kings County, New York","1145","128","144","76","119","55","209","88","157","61","137","55","111","44","69","55","65","57","71","41","63","48"
"1400000US36047007000","Census Tract 70, Kings County, New York","478","87","29","36","27","20","49","41","78","50","25","23","26","23","22","34","0","11","180","84","42","33"
"1400000US36047007100","Census Tract 71, Kings County, New York","1528","103","149","82","153","86","274","121","209","100","108","69","144","88","97","57","154","88","223","88","17","20"
"1400000US36047007200","Census Tract 72, Kings County, New York","547","48","8","12","23","25","24","24","58","43","31","25","68","44","24","17","52","35","253","63","6","9"
"1400000US36047007400","Census Tract 74, Kings County, New York","1164","110","28","31","60","50","79","62","107","56","111","70","90","65","24","37","111","63","503","131","51","48"
"1400000US36047007500","Census Tract 75, Kings County, New York","1119","186","49","44","242","118","323","141","90","60","100","83","55","45","45","43","59","48","127","90","29","36"
"1400000US36047007600","Census Tract 76, Kings County, New York","1043","104","36","23","52","37","40","31","54","40","75","56","89","66","31","36","115","78","504","129","47","36"
"1400000US36047007700","Census Tract 77, Kings County, New York","1365","196","156","127","77","56","229","144","273","134","120","96","63","61","67","73","176","147","190","101","14","23"
"1400000US36047007800","Census Tract 78, Kings County, New York","1106","125","15","24","77","51","131","75","111","63","84","64","89","61","67","49","104","62","401","113","27","33"
"1400000US36047008000","Census Tract 80, Kings County, New York","812","110","34","31","37","37","63","37","86","52","138","64","54","39","63","56","59","50","192","88","86","61"
"1400000US36047008200","Census Tract 82, Kings County, New York","1224","110","49","41","42","32","110","60","118","67","154","69","85","67","99","64","132","80","435","127","0","11"
"1400000US36047008400","Census Tract 84, Kings County, New York","846","113","30","37","47","35","157","70","70","58","70","59","64","54","43","42","61","51","295","107","9","15"
"1400000US36047008500","Census Tract 85, Kings County, New York","3114","60","158","93","230","129","446","163","287","129","414","170","344","133","150","104","134","92","811","185","140","85"
"1400000US36047008600","Census Tract 86, Kings County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US36047008800","Census Tract 88, Kings County, New York","636","120","0","11","26","26","12","15","85","56","185","109","55","57","30","30","95","87","100","61","48","41"
"1400000US36047009000","Census Tract 90, Kings County, New York","717","78","68","52","55","34","19","22","64","36","71","50","41","32","37","32","158","61","204","69","0","11"
"1400000US36047009200","Census Tract 92, Kings County, New York","1342","102","57","38","54","39","149","79","72","47","53","44","46","40","117","71","148","81","563","135","83","63"
"1400000US36047009400","Census Tract 94, Kings County, New York","1097","123","18","24","70","51","93","76","58","43","95","68","187","98","27","33","180","96","324","96","45","42"
"1400000US36047009600","Census Tract 96, Kings County, New York","1496","154","50","35","69","57","102","67","164","77","118","66","120","88","118","79","141","84","559","146","55","51"
"1400000US36047009800","Census Tract 98, Kings County, New York","1388","132","59","43","68","53","67","52","109","53","95","68","122","63","240","95","126","81","457","147","45","36"
"1400000US36047010000","Census Tract 100, Kings County, New York","1320","134","51","46","141","78","180","80","146","83","90","64","148","71","56","46","69","50","384","116","55","45"
"1400000US36047010100","Census Tract 101, Kings County, New York","1036","116","34","39","99","64","118","63","99","53","175","79","81","62","55","39","49","39","304","93","22","24"
"1400000US36047010200","Census Tract 102, Kings County, New York","969","111","33","37","70","58","100","67","147","73","141","81","82","66","31","35","124","72","178","78","63","53"
"1400000US36047010400","Census Tract 104, Kings County, New York","1205","111","90","67","91","60","110","67","60","46","66","48","70","52","89","66","247","87","350","97","32","36"
"1400000US36047010600","Census Tract 106, Kings County, New York","1054","117","3","25","29","33","113","68","85","78","115","74","76","62","71","58","195","77","260","107","107","77"
"1400000US36047010800","Census Tract 108, Kings County, New York","1007","122","35","45","95","59","51","46","39","36","116","76","74","62","106","70","138","69","330","100","23","36"
"1400000US36047011000","Census Tract 110, Kings County, New York","408","71","10","13","34","30","26","28","30","33","13","13","14","22","29","33","44","31","166","59","42","35"
"1400000US36047011200","Census Tract 112, Kings County, New York","1750","108","14","15","164","87","157","89","56","48","155","82","85","46","191","86","123","92","748","144","57","48"
"1400000US36047011400","Census Tract 114, Kings County, New York","797","119","31","26","58","41","75","61","64","42","61","51","62","52","75","66","71","49","278","98","22","23"
"1400000US36047011600","Census Tract 116, Kings County, New York","872","124","12","19","56","41","115","81","42","32","72","46","85","72","69","64","49","65","312","99","60","59"
"1400000US36047011700","Census Tract 117, Kings County, New York","836","133","0","11","47","41","88","49","99","48","139","95","152","105","31","29","38","29","192","100","50","41"
"1400000US36047011800","Census Tract 118, Kings County, New York","465","67","19","27","34","26","46","37","12","16","22","22","28","26","0","11","42","33","226","75","36","25"
"1400000US36047011900","Census Tract 119, Kings County, New York","499","60","22","16","73","48","61","24","70","34","58","43","64","32","44","33","10","11","75","39","22","16"
"1400000US36047012000","Census Tract 120, Kings County, New York","229","38","1","4","3","6","16","16","6","10","25","20","12","11","0","11","20","14","136","43","10","11"
"1400000US36047012100","Census Tract 121, Kings County, New York","526","68","23","19","55","33","77","41","91","41","79","45","39","28","5","8","36","23","116","49","5","8"
"1400000US36047012200","Census Tract 122, Kings County, New York","1362","102","26","33","116","84","39","35","169","112","115","68","120","60","124","81","161","82","454","128","38","30"
"1400000US36047012600","Census Tract 126, Kings County, New York","605","77","23","20","30","23","32","23","78","47","39","31","51","29","46","31","107","57","178","57","21","21"
"1400000US36047012700","Census Tract 127, Kings County, New York","1410","113","129","81","157","75","231","94","248","84","230","90","130","70","47","42","80","54","138","64","20","24"
"1400000US36047012801","Census Tract 128.01, Kings County, New York","457","63","19","21","22","18","48","35","51","33","48","35","16","15","5","8","22","21","175","63","51","41"
"1400000US36047012901","Census Tract 129.01, Kings County, New York","713","87","51","44","59","37","48","41","152","72","26","24","99","51","81","68","36","38","124","64","37","37"
"1400000US36047012902","Census Tract 129.02, Kings County, New York","612","84","48","35","75","40","54","22","116","48","55","30","79","38","47","36","43","29","92","48","3","6"
"1400000US36047013000","Census Tract 130, Kings County, New York","1283","143","78","49","159","72","151","68","158","64","60","49","62","46","42","46","96","51","437","141","40","41"
"1400000US36047013100","Census Tract 131, Kings County, New York","1163","129","70","49","131","74","147","57","263","89","124","57","136","79","67","61","19","22","206","86","0","11"
"1400000US36047013200","Census Tract 132, Kings County, New York","399","63","15","15","48","30","17","14","65","38","43","32","13","21","14","23","14","15","170","57","0","11"
"1400000US36047013300","Census Tract 133, Kings County, New York","1123","115","66","43","299","104","242","96","149","58","92","61","8","14","52","37","52","33","129","82","34","27"
"1400000US36047013400","Census Tract 134, Kings County, New York","759","125","30","44","55","49","119","62","106","74","69","51","37","42","34","34","45","31","151","75","113","75"
"1400000US36047013500","Census Tract 135, Kings County, New York","728","102","29","34","44","30","69","44","100","56","96","52","54","41","80","50","40","38","190","81","26","21"
"1400000US36047013600","Census Tract 136, Kings County, New York","821","110","8","12","165","69","50","32","91","58","119","62","37","30","48","40","91","61","187","83","25","31"
"1400000US36047013700","Census Tract 137, Kings County, New York","1131","107","92","54","138","66","95","56","153","75","155","69","100","56","95","56","64","43","231","91","8","11"
"1400000US36047013800","Census Tract 138, Kings County, New York","991","130","41","30","180","81","94","59","59","45","101","62","107","72","40","37","32","34","241","94","96","70"
"1400000US36047013900","Census Tract 139, Kings County, New York","968","132","38","36","191","66","113","58","108","60","155","68","84","64","34","30","77","53","158","70","10","16"
"1400000US36047014000","Census Tract 140, Kings County, New York","473","76","40","39","42","32","78","49","61","38","35","26","37","29","10","11","50","40","89","46","31","31"
"1400000US36047014100","Census Tract 141, Kings County, New York","881","134","22","23","108","58","132","74","62","37","120","60","41","39","59","62","123","84","191","82","23","20"
"1400000US36047014200","Census Tract 142, Kings County, New York","1003","112","50","36","108","52","105","55","96","51","121","73","57","37","46","35","37","31","361","109","22","25"
"1400000US36047014300","Census Tract 143, Kings County, New York","1028","129","43","48","60","47","188","90","103","57","180","73","66","40","72","62","124","62","180","81","12","17"
"1400000US36047014500","Census Tract 145, Kings County, New York","1356","113","24","22","111","71","123","65","166","77","177","69","151","75","103","67","73","44","402","139","26","30"
"1400000US36047014700","Census Tract 147, Kings County, New York","567","63","30","27","81","42","67","32","90","40","34","21","31","17","39","30","31","28","149","51","15","24"
"1400000US36047014800","Census Tract 148, Kings County, New York","133","56","0","11","0","11","21","33","0","11","0","11","13","16","15","17","29","26","52","43","3","7"
"1400000US36047014900","Census Tract 149, Kings County, New York","1120","155","42","32","32","40","294","123","210","93","181","85","63","52","94","66","49","44","96","61","59","77"
"1400000US36047015000","Census Tract 150, Kings County, New York","217","57","6","8","26","19","13","12","24","25","18","24","29","23","9","11","45","31","32","19","15","24"
"1400000US36047015100","Census Tract 151, Kings County, New York","808","105","69","55","64","35","143","56","114","57","149","72","11","17","26","23","93","73","126","56","13","20"
"1400000US36047015200","Census Tract 152, Kings County, New York","381","71","21","18","18","17","51","32","37","25","5","8","5","7","37","26","40","30","132","62","35","19"
"1400000US36047015300","Census Tract 153, Kings County, New York","654","113","46","29","152","74","146","57","41","27","84","57","55","35","24","21","25","27","65","43","16","17"
"1400000US36047015400","Census Tract 154, Kings County, New York","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11","0","11"
"1400000US36047015500","Census Tract 155, Kings County, New York","801","104","14","16","164","72","135","50","157","74","69","48","35","32","74","47","42","30","80","53","31","28"
"1400000US36047015700","Census Tract 157, Kings County, New York","900","135","0","11","94","58","244","105","212","120","91","95","30","33","51","48","38","45","90","63","50","47"
"1400000US36047015900","Census Tract 159, Kings County, New York","1165","230","103","86","124","83","113","107","338","148","56","43","83","78","39","37","69","58","91","58","149","106"
"1400000US36047016000","Census Tract 160, Kings County, New York","1236","132","114","49","147","64","115","47","179","68","90","51","146","71","78","55","60","37","280","104","27","23"
"1400000US36047016100","Census Tract 161, Kings County, New York","845","119","38","30","127","59","130","69","117","59","98","59","23","22","44","36","72","59","166","75","30","28"
"1400000US36047016200","Census Tract 162, Kings County, New York","738","91","21","24","85","57","113","70","126","85","34","30","48","60","9","15","73","57","148","79","81","63"
"1400000US36047016300","Census Tract 163, Kings County, New York","873","130","83","94","42","29","112","55","149","54","99","64","38","32","59","73","41","39","223","91","27","25"
"1400000US36047016400","Census Tract 164, Kings County, New York","247","66","0","11","9","13","14","15","32","27","10","14","23","25","23","25","60","52","76","51","0","11"
"1400000US36047016500","Census Tract 165, Kings County, New York","1269","197","64","52","128","79","156","87","285","105","83","60","96","108","32","35","115","120","310","134","0","16"
"1400000US36047016600","Census Tract 166, Kings County, New York","66","29","0","11","0","11","11","14","6","9","14","16","6","9","0","11","10","15","11","15","8","11"
"1400000US36047016700","Census Tract 167, Kings County, New York","1263","194","231","123","195","112","143","74","217","107","228","130","44","42","0","16","79","53","113","87","13","21"
"1400000US36047016800","Census Tract 168, Kings County, New York","167","68","6","8","18","29","7","10","16","24","13","14","0","11","7","11","26","32","67","49","7","10"
"1400000US36047016900","Census Tract 169, Kings County, New York","1703","115","98","72","88","64","220","123","288","150","251","121","45","39","203","102","158","99","291","134","61","76"
"1400000US36047017000","Census Tract 170, Kings County, New York","551","106","0","11","60","51","90","54","36","31","46","54","0","11","56","46","38","43","144","66","81","56"
"1400000US36047017100","Census Tract 171, Kings County, New York","781","113","67","39","69","44","131","63","139","69","49","30","133","79","0","11","74","62","119","63","0","11"
"1400000US36047017200","Census Tract 172, Kings County, New York","533","110","8","13","88","64","54","49","38","47","51","47","16","25","56","60","55","45","151","81","16","19"
"1400000US36047017400","Census Tract 174, Kings County, New York","167","52","6","10","50","37","44","34","5","8","0","11","5","7","5","9","31","31","16","15","5","7"
